id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13228767	FLINK	support window blink batch	support major window operation	['pull-request-available']	3	2	Closed	13	['support', 'add', 'python', 'thread', 'introduce', 'type', 'user', 'table', 'function', 'time']
13362378	FLINK	fail azure	code error simplerecoveryexponentialdelayrestartstrategyitbase time elapse method code	['pull-request-available', 'test-stability']	2	1	Closed	30	['error', 'info', 'checkpoint', 'run', 'failure', 'task', 'time', 'cause', 'elapse', 'add']
13567382	FLINK	gha test failure space leave device error	code adaptivescheduler group process complete exit code adaptivescheduler group run disk space runner stop work machine run disk space free space leave code see gha make think gha relate issue	['github-actions', 'pull-request-available', 'test-stability']	3	1	Resolved	4	['run', 'error', 'set', 'time', 'add', 'string', 'failure', 'case', 'example', 'task']
13543018	FLINK	deprecate api use flink time implementation relate	plan resolve flink preparation deprecate relate api	['pull-request-available', 'stale-assigned']	3	7	Closed	28	['table', 'sql', 'api', 'support', 'introduce', 'set', 'use', 'new', 'method', 'work']
13569823	FLINK	adaptive scheduler restore state fail restart state	jobmanager failover occur job restarting state metadata delete globally terminal state job restart state come jobmanager kill kill taskmanager restart phase noformat debug kubernetesresourcemanagerdriver ignore taskmanager pod add autoscale example debug activeresourcemanager trigger heartbeat request debug activeresourcemanager trigger heartbeat request debug jobmaster receive heartbeat request debug activeresourcemanager receive heartbeat debug nettytransport remote connection disconnect disconnected debug protocolstateactor association local remote disassociate protocolstateactor fail unknown info clusterentrypoint received signal sigterm shut request info clusterentrypoint shut kubernetesapplicationclusterentrypoint application status unknown diagnostic cluster entrypoint close externally info blobserver stop blob server info minidispatcherrestendpoint shut rest endpoint debug watcher watcher close debug coordinatedshutdown perform task terminate system coordinatedshutdown phase actor system terminate info shut remote daemon info remote daemon shut proceed flush remote new come find checkpoint metadata delete log shutting noformat info defaultcompletedcheckpointstoreutils recover checkpoint config info defaultcompletedcheckpointstoreutils find checkpoint config main method run jobgraph regenerate expect give metadata remove incorrectly	['pull-request-available']	2	1	Resolved	12	['info', 'snapshot', 'job', 'error', 'end', 'source', 'java', 'task', 'cause', 'failure']
13280523	FLINK	select abc work sql client	query like select abc fail sql client blink planner enable error code validationexception type table field match physical type string field tablesink consume type code reason sink properly support new type system good way define schema consume data type match update memory sink sql client work legacy type system retract upsert sink work properly new type system	['pull-request-available']	1	1	Closed	26	['type', 'new', 'use', 'table', 'function', 'error', 'python', 'method', 'sql', 'work']
13298053	FLINK	pyflink job run infinite loop python udf import job code	udf file import job code directly indirectly pyflink job run infinite loop follow submit job execute job launch udf worker import udf job file depend udf import level module import job code job code execute outside main launch gateway server submit job local executor execute job local mode launch udf worker import udf import job code infinite loop create new java process python process endlessly resource machine exhaust fix asap	['pull-request-available']	3	1	Closed	6	['job', 'default', 'class', 'set', 'work', 'new', 'issue', 'value', 'start', 'example']
13318775	FLINK	zookeeperleaderretrievalservice invalidate leader case suspended connection	zookeeperleaderretrievalservice invalidate leader zookeeper connection get suspended mean taskmanager cancel running task miss leader change think configurable situation leader listener inform lost leadership run situation old newly recover instance task run time	['pull-request-available']	3	1	Closed	4	['run', 'error', 'set', 'time', 'add', 'string', 'failure', 'case', 'example', 'task']
13534922	FLINK	directexecutorservice follow executorservice contract throw rejectedexecutionexception case shut	experience issue test behavior directexecutorservice executorservice shutdown test succeed production code fail singlethreadexecutor task execution fail executor stop add behavior directexecutorservice unit test close production code	['pull-request-available']	3	1	Resolved	0	['checkpoint', 'state', 'thread', 'task', 'remove', 'class', 'add', 'start', 'error', 'time']
13076769	FLINK	elasticsearch release artifact publish maven central	release artifact elasticsearch connector publish maven central elasticsearch require java minimum release need build java	['flink-rel-1.3.1-blockers']	1	1	Resolved	24	['java', 'state', 'info', 'add', 'checkpoint', 'error', 'run', 'dependency', 'set', 'build']
13253199	FLINK	hive function work blink planner stream mode	flink specify streamtableenvironment environmentsetting blink planner udaf hive table api error report hive function correct constant argtypes throw exception hiveaggsqlfunction istableaggregate want check aggregate function class type well way function instead function code java cause nullpointerexception code	['pull-request-available']	3	1	Resolved	36	['job', 'table', 'function', 'type', 'change', 'create', 'user', 'order', 'exception', 'new']
13354577	FLINK	flink guava dependence problem	set new hadoop cluster use compile previous branch add hive jar flink report error operate environment hadoop hive flink run official demo shell yjb buildjar bin flink run yarn cluster local example streaming jar lib directory execute shell error report nosuchmethoderror base zljava lang lang dependency conflict guava cluster version local share hadoop yarn csi lib local share hadoop common lib local apache bin lib local apache bin lib jersey local bin jar advice thank	['auto-unassigned', 'pull-request-available']	4	1	Closed	4	['run', 'error', 'set', 'time', 'add', 'string', 'failure', 'case', 'example', 'task']
13329317	FLINK	support panda stream window aggregation	add stream physical pandas window relnode streamarrowpythonoverwindowaggregatefunctionoperator support pandas stream window aggregation	['pull-request-available']	3	7	Closed	13	['support', 'add', 'python', 'thread', 'introduce', 'type', 'user', 'table', 'function', 'time']
13541360	FLINK	remove obsolete method	barely log output driver implementation contenderid fundamental property defaultleaderelectionservice rid getdescription method	['pull-request-available']	3	7	Resolved	7	['thread', 'state', 'method', 'job', 'task', 'remove', 'new', 'value', 'version', 'end']
13290446	FLINK	improve default flush strategy jdbc sink work box	currently old jdbc sink provide flush option code row default default value code mean flush interval set buffered output row flush database long time surprising behavior result output default propose default flush interval row jdbc sink flush apply new jdbc sink option code row code	['pull-request-available']	2	4	Closed	6	['job', 'default', 'class', 'set', 'work', 'new', 'issue', 'value', 'start', 'example']
13089438	FLINK	merge flink project flink core	issue remove flink module merge test flink core flink runtime ensure possibility pass explicit type information datastream api fallback tycho compiler approach hacky work anymore commit remove reference doc quickstart	['pull-request-available']	3	4	Resolved	38	['support', 'python', 'dependency', 'add', 'api', 'remove', 'work', 'table', 'java', 'default']
13192203	FLINK	test instability	test appear fail narrow margin reason randomly noformat fail test expect numeric value differ noformat	['pull-request-available', 'test-stability']	2	1	Closed	3	['time', 'value', 'default', 'error', 'work', 'use', 'currently', 'sql', 'remove', 'file']
13221433	FLINK	generictypeinfotest fail java	output difference code java pojos list key int sqldate date bigint biginteger signum int bitcount int bitlength int lowestsetbit int firstnonzerointnum int bitcountplusone int bitlengthplusone int lowestsetbitplustwo int firstnonzerointnumplustwo int bigdecimalkeepitnull bigdecimal intval biginteger signum int bitcount int bitlength int lowestsetbit int firstnonzerointnum int bitcountplusone int bitlengthplusone int lowestsetbitplustwo int firstnonzerointnumplustwo int scale int scalabigint bigint biginteger biginteger signum int bitcount int bitlength int lowestsetbit int firstnonzerointnum int bitcountplusone int bitlengthplusone int lowestsetbitplustwo int firstnonzerointnumplustwo int mixed list makemegeneric group string coder byte hash int date date cat enum code	['pull-request-available']	3	7	Closed	24	['java', 'state', 'info', 'add', 'checkpoint', 'error', 'run', 'dependency', 'set', 'build']
13104211	FLINK	add serializable accessexecutiongraph implementation	order decouple rest endpoint jobmaster offline implementation accessexecutiongraph serializable set remote peer	['flip-6']	3	7	Closed	35	['build', 'add', 'sql', 'user', 'default', 'change', 'currently', 'use', 'end', 'order']
13359043	FLINK	rename declarativescheduler adaptivescheduler	declarativescheduler appropriate particular look difference defaultscheduler call adaptivescheduler adapts parallelism executiongraph job lifetime appropriate	['pull-request-available']	2	7	Closed	6	['job', 'default', 'class', 'set', 'work', 'new', 'issue', 'value', 'start', 'example']
13194331	FLINK	flink format scala free	flink table dependency pull scala flink json flink avro aim flink format scala free dependency flink table common	['pull-request-available']	3	7	Resolved	25	['dependency', 'table', 'snapshot', 'type', 'new', 'function', 'use', 'need', 'connector', 'version']
13390261	FLINK	log noresourceavailableexception stacktrace execution state transition	log noresourceavailableexception stacktrace execution state transition result artifact zip apache flink apache provide additional info code java flink info executiongraph source custom source map sink unnamed switch scheduled fail unassigned resource completionexception noresourceavailableexception acquire required resource snapshot snapshot snapshot snapshot snapshot source rpc rpc rpc snapshot rpc akka akka scala akka scala scala scala akka akka akka akka akka akka akka akka akka akka akka cause noresourceavailableexception acquire minimum require resource code change code java flink info executiongraph source custom source map sink unnamed switch scheduled failed acquire minimum require resource code	['pull-request-available']	4	4	Closed	12	['info', 'snapshot', 'job', 'error', 'end', 'source', 'java', 'task', 'cause', 'failure']
13307160	FLINK	limit query fail add sleep time async checkpoint	change timing operation sleep emit record sleep async operation checkpoint apache flink commit test flink table planner blink fail	['pull-request-available']	1	1	Closed	30	['error', 'info', 'checkpoint', 'run', 'failure', 'task', 'time', 'cause', 'elapse', 'add']
13391864	FLINK	use layered configuration executor planner	configuration story flink consistent moment ideally layered approach pipeline executor datastream api table api store configuration add global configuration request big change like avoid point instead partially follow approach add access config low layer access global configuration plan require access property store	['pull-request-available']	3	7	Closed	34	['state', 'checkpoint', 'add', 'use', 'user', 'api', 'change', 'new', 'propose', 'case']
13382130	FLINK	allow prefix syntax	current factory design allow placeholder option encodingformatfactory decodingformatfactory past show placeholder option couple location think add additional functionality readableconfig special configoption type finally solve problem useful solve current shortcoming confluent avro apache flink	['pull-request-available']	3	7	Closed	34	['state', 'checkpoint', 'add', 'use', 'user', 'api', 'change', 'new', 'propose', 'case']
13404250	FLINK	add flink migrationversion	currently large migrationversion need new version add serializer compatibility test	['pull-request-available']	3	4	Closed	14	['function', 'add', 'change', 'include', 'example', 'check', 'version', 'api', 'run', 'case']
13110026	FLINK	metricfetcher work restfulgateway	order metricfetcher work new architecture remove dependence jobmanagergateway	['flip-6']	3	7	Closed	38	['support', 'python', 'dependency', 'add', 'api', 'remove', 'work', 'table', 'java', 'default']
13350670	FLINK	add list job yarn deployment documentation enable	suggest user list run job flink cluster follow command code java list run job cluster flink list yarn job code work enable root cause genericcli override high specify application correct command look like follow code java flink list yarn job code find information discussion	['pull-request-available', 'usability']	3	4	Closed	12	['info', 'snapshot', 'job', 'error', 'end', 'source', 'java', 'task', 'cause', 'failure']
