id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13242696	FLINK	optimize region failover performance calculate vertex restart	currently region boundary structure calculate time region failover calculation heavy complexity go execution edge count test sample case vertex edge take calculate vertex restart detail propose cache region boundary structure improve region failover performance	['pull-request-available']	3	4	Closed	11	['restart', 'current', 'expect', 'wait', 'time', 'table', 'default', 'fail', 'support', 'schema']
13520303	FLINK	remove jvm assert leader election code	assert enable test run precondition	['pull-request-available']	3	7	Resolved	26	['time', 'test', 'planner', 'run', 'error', 'failure', 'exception', 'fail', 'elapse', 'remove']
13436885	FLINK	add github actions build pipeline flink connector elasticsearch	connector move individual repository need pipeline run necessary compile test step elasticsearch process move add sure push pull request pipeline execute	['pull-request-available']	3	11500	Closed	29	['snapshot', 'add', 'connector', 'key', 'python', 'new', 'java', 'table', 'return', 'api']
13409555	FLINK	update cython late version	update cython	['pull-request-available']	4	11500	Closed	16	['time', 'request', 'update', 'task', 'state', 'new', 'use', 'input', 'fail', 'long']
13422119	FLINK	init flink table store repository	create notice license maven tool release tool github build workflow	['pull-request-available']	3	7	Closed	38	['release', 'schema', 'apache', 'version', 'source', 'update', 'result', 'doc', 'test', 'type']
13444550	FLINK	implement filter pushdown tablestorehivestoragehandler	filter pushdown critical optimization source decrease number record read hive provide hivestoragepredicatehandler interface purpose need implement interface tablestorehivestoragehandler	['pull-request-available']	3	7	Closed	36	['introduce', 'operator', 'python', 'state', 'new', 'source', 'class', 'add', 'module', 'configuration']
13468477	FLINK	add extrafile datafilemeta	code java class datafilemeta string filename store extra file extra file include etc list extrafile code extra file help use include index file changelog file etc	['pull-request-available']	3	2	Closed	47	['class', 'scala', 'type', 'table', 'java', 'new', 'file', 'api', 'support', 'snapshot']
13334948	FLINK	execution graph relate test possibly break register duplicate executionattemptid	test encounter unexpected global failure register duplicate executionattemptid test appear break potentially break unstable block rework test base new scheduer sample error happen code java main info executiongraph job unnamed job switch state create failing exception try register execution attempt testvertex unassigned create test test test test test test method code test improperly create execution executionvertex executionjobvertex exist executiongraph contain execution executionvertex executionjobvertex reveal problem make attemptid long random example improper executionjobvertex creation code java jobgraph jobgraph new executiongraph graph testingexecutiongraphbuilder return new ajv code rid improper usage like change test exist execution executionvertex executionjobvertex generated executiongraph instead invoke constructor create new one	['pull-request-available']	2	1	Closed	59	['test', 'job', 'java', 'new', 'state', 'cause', 'update', 'create', 'register', 'connector']
13451346	FLINK	update	update address avoid false flag flink vulnerable	['pull-request-available']	3	11500	Closed	21	['file', 'python', 'base', 'savepoint', 'use', 'introduce', 'update', 'add', 'type', 'restore']
13309429	FLINK	skip execution documentation pull request	order save resource skip execution documentation change changeset	['pull-request-available']	3	4	Closed	40	['job', 'fail', 'error', 'cause', 'add', 'failure', 'test', 'resource', 'table', 'issue']
13381443	FLINK	drop usage legacy planner scala shell	remove reference flink table planner scala shell	['pull-request-available']	3	7	Closed	26	['time', 'test', 'planner', 'run', 'error', 'failure', 'exception', 'fail', 'elapse', 'remove']
13367996	FLINK	transient rpc failure taskmanager failure lead split assignment loss	note bug actually observe base review current implementation expect pretty rare case scale rare case happen problem intermediate rpc message drop mark fail happen connection recover heartbeat time rpc generally retry handle failure example deploy task rpc retrie trigger checkpoint rpc abort checkpoint failure trigger new checkpoint send operatorevent rpc coordinator operator give future acknowledgement fail situation know event send successful ack fail especially tricky split assignment checkpoint consider sequence action coordinator assign split ack receive coordinator take checkpoint split send checkpoint include coordinator split assignment rpc response fail checkpoint complete know split checkpoint operator taskmanager know add coordinator need sure split coordinator operator currently split implicitly assume operator split lose worth point pretty rare situation mean rpc split assignment fail checkpoint succeed close proximity way akka base rpc transport work retrie etc happen likely far see bug practice get report propose solution solution component fallback consistent point system know part consistent coordinator operator fall consistent point case ack future send operator event rpc fail time scheduler trigger failover target operator late checkpoint signal coordinator restore consistency later optimize trigger checkpoint limbo concern knowledge split concretely mean coordinator acknowledge checkpoint acks pende operator event rpc assign splits arrive checkpoint future conditional pende rpc future rpc future fail time checkpoint complete target operator anyways failover common case rpc round trip time millisecond add checkpoint latency checkpoint happend overlap split assignment possible future improvements step optimize go retrie sequence number deduplicate call help reduce number case failover need number situation rpc need retry chance succeed begin optimization worth remain see	['pull-request-available']	1	1	Closed	58	['checkpoint', 'source', 'java', 'task', 'fail', 'order', 'scala', 'number', 'job', 'operator']
13172875	FLINK	end end test elasticsearch connector	decide try merge pende elasticsearch pr come end end test cover	['pull-request-available']	1	7	Resolved	14	['test', 'end', 'snapshot', 'java', 'file', 'error', 'exception', 'target', 'table', 'value']
13428378	FLINK	add basic handling mechanism deal job upgrade error	different way stateful job upgrade fail example failure timeout savepoint incompatible state corrupt find checkpoint error restart allow strategy user declare handle different error scenario roll early state treat fatal error	['pull-request-available']	3	2	Closed	28	['error', 'state', 'new', 'checkpoint', 'check', 'class', 'example', 'table', 'job', 'contain']
13324445	FLINK	fix validation table function projection	work change realize test throw nullpointerexception execution error visible wait final job status submit job job client jobclient jobclient wait job complete return result null pointer hide code cause flinkexception fail execute job insert sinktable cause completionexception jobexception recovery suppress norestartbackofftimestrategy cause jobexception recovery suppress norestartbackofftimestrategy source scala scala scala scala cause nullpointerexception source source code	['pull-request-available']	3	1	Closed	37	['snapshot', 'info', 'job', 'source', 'scala', 'cause', 'noformat', 'python', 'test', 'user']
13411912	FLINK	enable line number sql client	enable disabled property sql line number add widget possible toggle key stroke	['pull-request-available']	3	7	Closed	45	['sql', 'snapshot', 'table', 'api', 'connector', 'job', 'support', 'user', 'client', 'dependency']
13336345	FLINK	invalid command flink end end test readme	apache flink tree master flink end end test refer flink end end test run pre commit file long exist	['pull-request-available']	4	1	Closed	14	['test', 'end', 'snapshot', 'java', 'file', 'error', 'exception', 'target', 'table', 'value']
13238497	FLINK	extract creation configuration frameworkconfig relbuilder separate class blink planner	commit apache flink commit flink planner similar thing blink planner	['pull-request-available']	3	4	Closed	3	['table', 'error', 'planner', 'blink', 'fail', 'connector', 'failure', 'test', 'elapse', 'java']
13326295	FLINK	revisit java download timeout	consider fail test case code test sqlclienthbaseitcase run main info persistingdownloadcache download main error sqlclienthbaseitcase test sqlclienthbaseitcase fail ioexception process wget vst exceed timeout number retrie code download retry download stick propose set timeout try increase total time minute example	['auto-deprioritized-major', 'pull-request-available', 'stale-minor', 'test-stability']	4	7	Resolved	39	['find', 'error', 'fail', 'test', 'java', 'table', 'add', 'connector', 'snapshot', 'apache']
13172364	FLINK	update end end test use rocksdb back timer	add modify end end test use rocksdb back timer	['pull-request-available']	1	7	Resolved	10	['string', 'end', 'test', 'table', 'add', 'update', 'return', 'use', 'planner', 'type']
13256244	FLINK	fine grain operator resource management	umbrella issue fine grained operator resource management	['umbrella']	3	2	Closed	40	['job', 'fail', 'error', 'cause', 'add', 'failure', 'test', 'resource', 'table', 'issue']
13213922	FLINK	sql client jar contain table api java	sql client jar package flink table api java	['pull-request-available']	3	1	Closed	45	['sql', 'snapshot', 'table', 'api', 'connector', 'job', 'support', 'user', 'client', 'dependency']
13116982	FLINK	create common webmonitorendpoint	order reuse exist rest handler create common webmonitorendpoint share dispatcher jobmaster component	['flip-6']	3	7	Closed	1	['test', 'error', 'info', 'convert', 'failure', 'fail', 'create', 'time', 'add', 'field']
13419823	FLINK	idea scala plugin compile rexexplainutil	idea version scala version error rexexplainutil class use method rexexplainutil note class compile execute successfully	['pull-request-available']	4	4	Closed	47	['class', 'scala', 'type', 'table', 'java', 'new', 'file', 'api', 'support', 'snapshot']
13244889	FLINK	add test longhashpartition stringcallgen equalisercodegenerator	add test longhashpartition stringcallgen equalisercodegenerator	['pull-request-available', 'stale-assigned']	10200	11500	Reopened	1	['test', 'error', 'info', 'convert', 'failure', 'fail', 'create', 'time', 'add', 'field']
13250749	FLINK	add release note documentation	similar need release note page link announcement blog post apache flink website	['pull-request-available']	1	4	Closed	38	['release', 'schema', 'apache', 'version', 'source', 'update', 'result', 'doc', 'test', 'type']
13298583	FLINK	refactor baserow use rowkind instead byte header	pre step refactor setheader setrowkind update exist code send insert delete message instead message possible support	['pull-request-available']	3	7	Closed	21	['file', 'python', 'base', 'savepoint', 'use', 'introduce', 'update', 'add', 'type', 'restore']
13228910	FLINK	convert catalogtable table planner use unified catalog api	create catalogmanager hook planner unified catalog api miss step convert catalogbasetable table planner use unified catalog api like work convert old externalcatalogtable calcite table	['pull-request-available']	3	7	Closed	53	['table', 'snapshot', 'set', 'scala', 'use', 'dependency', 'store', 'user', 'method', 'error']
13311655	FLINK	flink sql connector hive module merge hive exec dependency	hive exec bundle jar merge bundle dependency hive exec	['pull-request-available']	1	1	Closed	45	['sql', 'snapshot', 'table', 'api', 'connector', 'job', 'support', 'user', 'client', 'dependency']
13377609	FLINK	drop usage batchtableenvironment old planner python	major cleanup python module drop support batchtableenvironment old planner remove usage dataset batchtableenvironment legacy planner executionenvironment note batch processing possible unified	['pull-request-available']	3	7	Closed	33	['memory', 'job', 'task', 'new', 'state', 'use', 'set', 'default', 'test', 'python']
13258474	FLINK	remove unnecessary scala duration usage flink runtime	ticket remove usage scala duration finiteduration flink runtime usage akka component akkautils akkarpcactor actorsystemscheduledexecutoradapter	['pull-request-available']	3	7	Resolved	53	['table', 'snapshot', 'set', 'scala', 'use', 'dependency', 'store', 'user', 'method', 'error']
13290700	FLINK	stateful function kafkasinkprovider use setproperty instead resolve client property	method strongly discourage properties bad practice allow put non string value cause bug long property kafka expect integer code configexception invalid value configuration expect value bit integer long code	['pull-request-available']	1	1	Closed	35	['java', 'fail', 'process', 'time', 'test', 'error', 'end', 'failure', 'output', 'result']
13174041	FLINK	simplify taskmanager memory default value	default value currently define documentation represent memorysize utility change default apply	['pull-request-available']	4	4	Closed	17	['python', 'user', 'add', 'value', 'task', 'documentation', 'message', 'table', 'support', 'error']
