id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13261237	HDDS	avoid buffer copying grpcreplicationservice	grpcoutputstream write datum bytearrayoutputstream copy bytestring	['performance', 'pull-request-available']	3	4	Resolved	11	['container', 'hadoop', 'command', 'fail', 'error', 'check', 'remove', 'find', 'new', 'create']
13550921	HDDS	speed teststoragecontainermanagerha	code info test run failure error skip time elapse teststoragecontainermanagerha code	['pull-request-available']	3	7	Resolved	71	['error', 'time', 'hadoop', 'java', 'run', 'jira', 'client', 'create', 'datanode', 'find']
13226202	HDDS	concurrentmodificationexception testminichaosozonecluster	testminichaosozonecluster fail exception noformat error testminichaosozonecluster time elapse error concurrentmodificationexception method noformat	['ozone-flaky-test', 'pull-request-available']	3	1	Resolved	44	['error', 'scm', 'fail', 'find', 'time', 'run', 'new', 'datanode', 'key', 'exist']
13502748	HDDS	snapshot fix	turn forgot add serialization deserialization logic dbtxsequencenumber snapshotinfo result dbtxsequencenumber zero deserialize simple fix address issue	['pull-request-available']	3	7	Resolved	69	['fix', 'hadoop', 'file', 'run', 'create', 'client', 'container', 'scm', 'find', 'remove']
13322214	HDDS	test testozonefilesystem use exist miniozonecluster	change greatly reduce run time test suite testozonefilesystem share miniozonecluster test new test add share miniozonecluster able cut run time testozonefilesystem mac save run time github workflow	['pull-request-available']	5	4	Resolved	99	['container', 'time', 'run', 'result', 'new', 'change', 'remove', 'datanode', 'check', 'exist']
13274622	HDDS	unnecessary call isnoneempty isallempty	isnoneempty isallempty check variable number string single string replace isnotempty isempty	['pull-request-available']	5	1	Resolved	26	['check', 'hadoop', 'key', 'remove', 'java', 'result', 'container', 'datanode', 'create', 'find']
13286813	HDDS	return actual directory modification time omkeyinfo available	current implementation apache hadoop ozone blob hadoop ozone common src main java org apache hadoop ozone helper return fake modification time current time directory reason directory ozone fake file key case real directory key exist ozonebucket example user call case reasonable thing get modification time ominfokey fake poc fix code diff diff hadoop ozone common src main java org apache hadoop ozone helper hadoop ozone common src main java org apache hadoop ozone helper index hadoop ozone common src main java org apache hadoop ozone helper hadoop ozone common src main java org apache hadoop ozone helper public filestatus defaulturi path parent public long getmodificationtime isdirectory isdirectory return return diff hadoop ozone ozone manager src main java org apache hadoop ozone hadoop ozone ozone manager src main java org apache hadoop ozone index hadoop ozone ozone manager src main java org apache hadoop ozone hadoop ozone ozone manager src main java org apache hadoop ozone public omkeyinfo args string clientaddress entry directory new new entrykeyname match dir info new true skip descendant child directory code	['pull-request-available']	3	4	Resolved	61	['hadoop', 'java', 'command', 'scm', 'time', 'new', 'datanode', 'change', 'key', 'jira']
13442951	HDDS	multitenancy dbinfo message console miss accessid	assignadmin invalid accessid throw well error message code java ozone tenant user assignadmin fail assign admin omdbaccessidinfo miss accessid	['ozone-multitenancy']	4	7	Resolved	4	['fail', 'error', 'key', 'check', 'create', 'datanode', 'container', 'client', 'find', 'remove']
13257232	HDDS	rename class package	rename class package hadoop hdd common current way collide hadoop class	['pull-request-available']	3	1	Resolved	31	['hadoop', 'remove', 'fix', 'file', 'run', 'container', 'client', 'scm', 'create', 'command']
13223462	HDDS	datanodestatemachine join check null		['pull-request-available']	3	1	Resolved	26	['check', 'hadoop', 'key', 'remove', 'java', 'result', 'container', 'datanode', 'create', 'find']
13324671	HDDS	increase default timeout kubernetes test	kubernetes test time base log scm safe mode real issue github environment slow clear problem propose increase default timeout sec sec min	['pull-request-available']	3	4	Resolved	88	['time', 'container', 'scm', 'result', 'datanode', 'hadoop', 'java', 'key', 'create', 'need']
13402299	HDDS	skip safemode check testozonemanagerrocksdblogging	testozonemanagerrocksdblogging fast skip scm safemode check set number datanode mini cluster runtime code info test run failure error skip time elapse testozonemanagerrocksdblogging code	['pull-request-available']	3	4	Resolved	113	['datanode', 'error', 'scm', 'command', 'run', 'fix', 'time', 'change', 'remove', 'new']
