id	project_name	assignee_id	processed_title	processed_description	processed_labels	priority_id	type_id	status_name
13308032	FLINK	3568	throw invalid lambda deserialization exception write elastic search new format	job follow code java create table csv pageid varchar eventid varchar recvtime varchar connector filesystem path ohmeatball work flink sql etl datum generator src main resource format csv create table aggid varchar pageid varchar varchar expocnt int clkcnt int connector elasticsearch host index document delimiter format json insert select pageid eventid varchar csv code exception follow code java pageid expocnt clkcnt switch running fail pageid expocnt clkcnt switch running fail streamtaskexception instantiate user function snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot ioexception unexpected exception type snapshot snapshot snapshot snapshot snapshot cause invocationtargetexceptioncaused invocationtargetexception method method snapshot snapshot snapshot snapshot snapshot morecause illegalargumentexception invalid lambda deserialization sql connector snapshot method method snapshot snapshot snapshot snapshot snapshot code notice work fine connector grammer	['pull-request-available']	1	1	Closed
13187210	FLINK	3568	add skip strategy	add skip strategy discard partial match start element find match	['pull-request-available']	3	4	Resolved
13391141	FLINK	3568	add global flag enable disable final checkpoint	feature toggle final checkpoint story	['pull-request-available']	3	7	Closed
13340904	FLINK	3568	avro confluent registry sql format support add nullable column	generate union null nullable logical type set default value null turn make impossible generate backwards compatible schema ddl statement example create table create table int null avro confluent create new table topic alter old table create table int null optionaldescription string avro confluent format read newt record insert fail optionaldescription default value	['pull-request-available']	2	1	Closed
13248587	FLINK	3568	include table example flink dist	want treat table api class api include lib directory flink include example table api distribution strip dependency include class example module	['pull-request-available']	2	4	Closed
13550488	FLINK	3568	supportsreadingmetadata apply load compiledplan	condition meet apply readingmetadata interface source overwrite code public boolean supportsmetadataprojection return false code source implement supportsprojectionpushdown table metadata column code create table src string int timestamp null metadata virtual code query table select src fail code cause illegalargumentexception row arity serializer arity code reason supportsreadingmetadataspec create pushprojectintotablesourcescanrule rule apply	['pull-request-available']	3	1	Closed
13437148	FLINK	3568	fail azure	code java mar error test run failure error skip time elapse failure jobmasterstopwithsavepointitcase mar error time elapse failure mar assertionerror mar mar mar mar mar mar method mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar error time elapse failure mar assertionerror mar mar mar mar mar mar method mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar code	['pull-request-available', 'test-stability']	2	1	Closed
13374114	FLINK	3568	unnecessary entry sql connector notice file	notice file flink sql connector list dependency bundle common configuration commons hbase prefix hbase	['pull-request-available']	2	7	Closed
13296468	FLINK	3568	support create table table definition	able create table base property table include merge property create new table base	['pull-request-available']	3	7	Closed
13364698	FLINK	3568	nullpointerexception restore pojoserializer	originally report flink user mailing list schema evolution restore savepoint delete field pojo remove field class restore savepoint fail follow exception code info switch running failed exception exception create streamoperatorstatecontext cause flinkexception restore key state backend provide restore option common frame omit cause backendbuildingexception fail try restore heap backend common frame omit cause nullpointerexception null common frame omit code	['pull-request-available']	1	1	Closed
