id	project_name	assignee_id	processed_title	processed_description	processed_labels	priority_id	type_id	status_name
13520131	HUDI	646	let user override internal metadata config	metadata cleaning compaction config metadata table overriden user internal config	['pull-request-available']	2	4	Closed
13524702	HUDI	646	handle payload abstractdebeziumavropayload	hoodiemergehandle decide long need copy old record handle properly abstractdebeziumavropayload	['pull-request-available']	3	4	Closed
13587583	HUDI	646	partition query transform value incorrectly prune valid partition	timestamp keygen partition column timestamp use keygen create partition base day record timestamp parititon value partition column differ hour minute etc cause problem partition pruning lets query select table partition file structure partition interpret partition prune search space	['pull-request-available']	2	1	In Progress
13540263	HUDI	646	spark cdc delete record filegroup display fail	delete record filegroup cdc query fail assert	['pull-request-available']	3	1	Closed
13591080	HUDI	646	rename hoodiefilegroupreader fileslice reader	read file slice need hoodie hudi concept later create reader wrap file slice reader cdc reader	['pull-request-available']	3	4	Closed
13479118	HUDI	646	add table config change validation deltastreamer	look like miss proper table config validation deltastreamer code java hoodietablemetaclient meta tabletype guarantee surprise table type hoodie table type tabletype pass cli argument load base file format guarantee surprise base file type string basefileformat null hoodie table base file format type basefileformat pass cli argument basefileformat basefileformat tabletype null parquet default backward compatibility code	['hudi-on-call', 'pull-request-available']	3	4	Closed
13550763	HUDI	646	update sql pages	update	['pull-request-available']	3	4	Closed
13507336	HUDI	646	multiple meta sync meta sync failure impact meta sync	example hms glue hms sync fail sync glue	['pull-request-available']	2	4	Closed
13563263	HUDI	646	fallback key base merging position log header	turn merge record position position header log block reader fall key base merging	['pull-request-available']	1	4	Closed
13482502	HUDI	646	add validation block cow table use consistent hashing bucket index	consistent hash bucket index resizing rely log feature mor table cow table consistent hashing bucket index achieve resize currently block user table creation suggest use mor table simple bucket index	['pull-request-available']	3	4	Closed
13575634	HUDI	646	spark write hudi table contain array type create flink	flink create hudi table contain array field element default array field nullable spark sql read datum hive table hudi table field verification exception occur code java info unresolvedexception invalid datatype unresolved object tree info info info info info info info info info info info info info code	['pull-request-available']	2	1	Closed
13562519	HUDI	646	ensure closableiterator propagate way filescanrdd	test ooming cause resource free new filegroup reader code inspection find close call hoodiefilegroupreaderiterator	['pull-request-available']	2	1	Closed
13561462	HUDI	646	delete newhoodieparquetfileformat reference	hoodiefilegroupreaderbasedparquetfileformat feature parity newhoodieparquetfileformat new work newhoodieparquetfileformat	['pull-request-available']	3	4	Closed
